	25	12	51	60	15	35	24	6	33	8	2	16	20	53	45	43	26	49	14	0	32	50	37	63	31	7	44	42	3	41	10	48	34	38	28	39	54	40	9	47	11	18	4	17	5	1	22	56	46	52	13	19	59	62	23	55	61	58	36	57	30	29	27	21
Candidatus_Nitrosotenuis_sp_DW1	25940	47875	15241	18550	28746	13766	25542	34752	29342	41401	68015	62668	35031	23812	42459	37243	21023	29862	17979	101721	36891	24584	33668	10511	9973	22967	24225	45056	47535	47870	32009	25157	19765	23982	22385	11781	13828	18801	49018	21702	43683	23673	44370	25159	23011	42664	14552	15260	22809	26293	27888	36950	15095	12419	16631	10895	15175	17385	51187	15980	12440	18756	23605	16277
Candidatus_Prometheoarchaeum_syntrophicum	48233	126419	29470	41072	54338	38483	64509	71333	62568	198172	298744	122539	70641	21008	54448	76660	50283	27826	30464	364534	198725	60046	80846	22481	13645	29114	58106	145437	118942	154463	125989	83704	81622	51429	43501	26975	20839	92894	131841	42597	110003	47865	79548	35387	51826	94119	23540	31282	32407	29673	46839	45868	21953	22524	23824	11387	11310	40908	122268	15033	11860	17962	29413	36055
Conexivisphaera_calida	48613	21056	37525	32483	43921	9901	15662	16912	18336	18796	11148	12730	35715	51105	27007	9241	14229	31643	10963	7415	10197	24220	53673	32735	34463	35029	17332	5120	16875	23958	7482	16854	14371	14802	43027	27623	25540	3430	30142	24839	24700	19701	15435	28610	27904	14578	34731	11907	10630	16097	33431	33346	21518	20552	47873	40716	35824	12098	27996	25037	26301	57872	25205	45725
Cuniculiplasma_divulgatum	28989	58352	18676	23984	38720	15472	26056	36674	33815	75814	83705	45223	37960	17101	30208	27697	25806	18949	17797	94742	62553	28355	42138	11906	6186	13233	29097	45855	53842	66486	40651	37450	38336	28260	13665	7309	11747	27282	50293	22907	54103	26839	42101	22249	27873	41439	18214	15964	18935	17033	23408	40716	13809	14568	11289	4404	9612	21249	56009	9616	5909	7463	23614	18990
Desulfurococcus_amylolyticus_1221n	30897	33173	23275	16591	35106	19647	32629	25633	32323	48825	29052	23090	27494	24873	20132	14042	18757	16548	16369	27070	36739	20145	29338	15534	9138	15334	17747	14888	31074	27859	19152	18459	27567	17550	17346	10757	17125	18989	27618	16596	30733	18868	25685	21206	27524	26018	20040	15112	12976	9933	30877	24691	13135	15253	15901	7295	10695	15125	30105	7806	8499	12346	14903	26014
Desulfurococcus_amylolyticus_DSM_16532	32154	32961	22136	15965	34551	20217	34007	26244	33256	50614	30317	23408	28499	24889	20796	14226	19445	16126	16646	27427	38251	20061	30504	14507	8710	14775	17696	15692	30969	28670	19762	18097	29255	18565	16809	10458	17086	20018	29245	16365	31590	19784	26294	21872	28705	26876	21052	15182	13073	9744	31617	24812	12602	14595	15530	6578	10049	15301	30809	7278	8161	11873	14982	26376
Desulfurococcus_mucosus_DSM_2162	36452	25809	28162	19459	40366	15469	24846	20198	26003	24965	12869	19923	26998	34733	23806	13116	18172	20212	14305	13831	18615	16488	31690	20389	14429	20842	19210	9052	26449	23357	8950	17654	16279	15097	21597	13588	20180	10764	20718	17319	25195	18212	23620	25674	29315	22043	24888	13739	13066	13607	34565	28033	17122	16137	23148	10328	15814	14946	27474	10881	13137	19535	17825	33972
Ferroglobus_placidus_DSM_10642	61626	70309	42131	34419	45161	17790	26336	42696	30660	40508	58019	43898	29898	26686	30780	27689	36809	26723	17832	102498	50247	24458	52965	15462	19993	39044	27886	49805	78128	75598	26042	50762	21674	34612	51849	29132	28252	28124	46682	19702	30986	18601	32162	24021	29700	51265	22171	20395	16497	19688	59644	35307	15959	13323	29747	12173	9579	26054	42397	15589	19412	21494	22549	24666
Ferroplasma_acidarmanus_Fer1	19661	40263	12368	21299	36349	15486	24539	28958	37944	103718	96197	42961	35319	24313	38760	25351	20737	13994	13944	102651	76981	23752	41333	13247	10546	12717	23247	48343	44804	59288	45130	30707	51920	21499	11797	6911	13108	28445	44638	21962	55654	28976	42200	20726	26782	38167	18400	15019	20461	19858	27223	39611	12276	13820	18611	5451	13640	18698	46286	8227	6168	9275	22538	21955
Ferroplasma_acidiphilum	18886	38826	12179	20488	34981	14732	23356	27812	35998	97379	90485	41179	33728	23445	37004	24252	19966	13502	13380	97404	72424	22806	39275	12832	10274	12187	22222	45619	42920	56001	42420	29742	48862	20179	11551	6742	12695	26661	42336	21065	52931	27501	40547	19906	25571	36703	17451	14362	19296	19300	26312	38012	11873	13221	17790	5410	13289	17765	44079	7910	6005	9069	21586	20855
Ferroplasma_sp_	22437	39150	14915	21700	39207	13505	21550	27215	36248	90033	81739	37600	36976	25868	38175	22610	19704	14831	14373	86834	65559	24921	44164	15215	10301	12453	23806	41609	40079	56744	39294	28411	47506	22273	11266	6695	13006	22910	45458	23461	54854	30319	39635	21199	27821	35501	21478	14589	19801	19278	24627	43743	13142	14611	18329	5325	15587	17517	47730	9067	6185	8916	25396	24660
Fervidicoccus_fontis_Kam940	24998	43181	18772	16271	26656	15851	23927	24278	20518	52164	53356	29712	17779	13211	22129	18782	20312	12375	11173	78089	45844	17248	25680	8831	5316	9975	17946	32980	46771	39240	23600	26524	26309	18865	13522	8339	14236	21051	28304	12097	30336	15325	21567	9966	14467	24778	12847	10408	9899	11763	31185	19628	7051	7715	8433	6043	5784	12336	29783	6125	4483	8591	12163	12316
Geoglobus_ahangari	63143	45511	47401	30524	51799	9178	14820	23668	20792	21840	22882	29818	30863	36647	31184	18401	24217	29553	13355	33299	20011	23771	47993	23088	20264	32256	27097	17548	38149	41942	13285	30494	14506	28485	43498	26242	25766	8545	35841	19993	29316	21323	27524	29378	33725	31162	33935	13975	16028	20335	40806	39793	20332	17899	30074	16018	20139	19516	41961	19166	19419	26131	26624	37843
Haladaptatus_halobius	187547	123625	119508	102815	102970	34376	59754	115347	94447	73661	92046	98777	129068	156075	110152	62868	64942	198241	66479	87134	48922	95919	157907	77281	146378	221718	79266	55052	94416	178359	57202	121329	44596	75567	328949	205278	81070	26417	154151	76815	100251	70011	103901	136933	149265	135669	70008	58733	57118	71846	122644	121341	91268	94993	249745	160621	113930	92397	129113	147468	146336	247866	75826	125664
Haladaptatus_pallidirubidus	147481	101424	91362	89789	84388	28009	50619	100931	82219	67892	100314	94932	110791	122317	96858	59368	53788	159433	55106	102552	46523	77307	136947	60887	121020	191442	67366	61719	83449	172521	57005	114753	39562	61938	281832	173727	64309	24687	142771	65423	90171	60155	97874	115896	128466	134283	55224	49861	51737	63586	100992	106198	74791	76014	206865	129322	90177	83944	111279	118673	117531	199216	63404	100087
Haladaptatus_salinisoli	136948	71519	91468	82982	74167	18826	31804	69792	56554	33206	44214	48004	78204	124689	64665	30482	39128	154970	37342	45929	23449	53930	112348	65124	132406	171976	43318	29132	54973	115138	26935	85955	21286	44861	259137	164396	57731	12918	87318	47577	52857	40532	56431	84906	110252	88107	52514	39683	30041	43376	82135	70234	58113	72675	215975	151995	97897	62590	68195	121028	117441	224170	46680	102621
Haladaptatus_sp_DYSN1	106983	62496	69822	55165	62977	14626	23863	56482	41398	20052	37064	41559	73386	107002	62699	26618	31088	122601	30485	38779	14965	35401	74722	50173	89941	129136	40175	23910	44872	90161	22439	66102	12688	40894	192384	120800	44655	9027	66625	45117	46317	37134	52507	81769	85356	67134	46091	29171	28771	43464	64080	70485	54636	57636	144337	102984	81967	45834	58821	87763	89933	157363	46422	80622
Haladaptatus_sp_QDMS2	103752	61761	69736	53829	62820	14905	23178	55138	40258	20276	36885	41207	71991	103995	61763	26910	30876	118498	30672	38309	14945	36060	73469	48023	85996	124639	40836	24263	44513	89319	22504	64545	12553	40322	187925	117526	42887	8852	64666	44542	46984	35786	51488	79736	82779	65896	44031	29333	28936	42589	63820	69042	54335	57167	140789	99780	78930	45102	57305	86398	88738	152450	45450	79277
Haladaptatus_sp_YSMS36	102102	59915	67235	52836	60652	14120	23090	53922	39704	19661	35729	39988	70397	102101	60286	26017	30169	116784	29680	37582	14488	34288	71306	47355	85198	122941	39354	23398	43095	86762	22026	63284	12413	39575	183623	115362	42313	8798	63338	43384	45251	35358	50583	77756	80994	64657	43652	27992	27709	41611	61785	67457	53198	55665	137459	98181	77840	43661	55926	84105	86362	149951	44225	77310
